"Name";"ReleaseDate";"Action";"Adventure";"Children";"Comedy";"Crime";"Documentary";"Drama";"Fantasy";"Noir";"Horror";"Musical";"Mystery";"Romance";"SciFi";"Thriller";"War";"Western";"AvgRating";"Watches"
"1965";"Black Cauldron, The (1985)";1985;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.17;200
"1966";"Black Hole, The (1979)";1979;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.77;295
"1967";"Blackbeard's Ghost (1968)";1968;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.11;57
"1968";"Blank Check (1994)";1994;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.22;96
"1969";"Candleshoe (1977)";1977;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.54;54
"1970";"Cat from Outer Space, The (1978)";1978;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2.9;198
"1971";"Cheetah (1989)";1989;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"1972";"Computer Wore Tennis Shoes, The (1970)";1970;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.95;128
"1973";"Condorman (1981)";1981;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.67;145
"1974";"D2: The Mighty Ducks (1994)";1994;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.63;193
"1975";"Darby O'Gill and the Little People (1959)";1959;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3.27;158
"1976";"Devil and Max Devlin, The (1981)";1981;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.54;52
"1977";"Far Off Place, A (1993)";1993;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.45;55
"1978";"Flight of the Navigator (1986)";1986;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.47;536
"1979";"Gnome-Mobile, The (1967)";1967;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.18;22
"1980";"Great Mouse Detective, The (1986)";1986;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5;131
"1981";"Happiest Millionaire, The (1967)";1967;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3.32;37
"1982";"Herbie Goes Bananas (1980)";1980;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.54;104
"1983";"Herbie Goes to Monte Carlo (1977)";1977;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.55;101
"1984";"Hocus Pocus (1993)";1993;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.87;183
"1985";"Honey, I Blew Up the Kid (1992)";1992;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2.26;381
"1986";"Honey, I Shrunk the Kids (1989)";1989;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;2.93;1045
"1987";"Hot Lead and Cold Feet (1978)";1978;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2.83;42
"1988";"In Search of the Castaways (1962)";1962;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5;18
"1989";"Incredible Journey, The (1963)";1963;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.34;91
"1990";"Negotiator, The (1998)";1998;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.61;799
"1991";"Parent Trap, The (1998)";1998;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.28;268
"1992";"BASEketball (1998)";1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.99;183
"1993";"Full Tilt Boogie (1997)";1997;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.57;7
"1994";"Governess, The (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.2;70
"1995";"Seventh Heaven (Le Septi?e ciel) (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2.5;8
"1996";"Roger & Me (1989)";1989;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;4.07;798
"1997";"Purple Rose of Cairo, The (1985)";1985;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3.6;479
"1998";"Out of the Past (1947)";1947;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4.15;106
"1999";"Doctor Zhivago (1965)";1965;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;4.07;564
"2000";"Fanny and Alexander (1982)";1982;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.88;128
"2001";"Trip to Bountiful, The (1985)";1985;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.79;140
"2002";"Tender Mercies (1983)";1983;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.91;264
"2003";"And the Band Played On (1993)";1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.93;171
"2004";"'burbs, The (1989)";1989;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.91;303
"2005";"Fandango (1985)";1985;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.67;66
"2006";"Night Porter, The (Il Portiere di notte) (1974)";1974;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.52;21
"2007";"Mephisto (1981)";1981;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3.74;81
"2008";"Blue Velvet (1986)";1986;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3.76;654
"2009";"Journey of Natty Gann, The (1985)";1985;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.49;154
"2010";"Jungle Book, The (1967)";1967;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3.82;664
"2011";"Kidnapped (1960)";1960;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.57;14
"2012";"Lady and the Tramp (1955)";1955;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;3.8;864
"2013";"Little Mermaid, The (1989)";1989;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;3.76;1035
"2014";"Mighty Ducks, The (1992)";1992;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.89;361
"2015";"Muppet Christmas Carol, The (1992)";1992;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.61;262
"2016";"Newsies (1992)";1992;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.13;93
"2017";"101 Dalmatians (1961)";1961;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.6;565
"2018";"One Magic Christmas (1985)";1985;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3.55;29
"2019";"Peter Pan (1953)";1953;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;3.66;594
"2020";"Popeye (1980)";1980;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2.59;471
"2021";"Rescuers Down Under, The (1990)";1990;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;239
"2022";"Rescuers, The (1977)";1977;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.47;249
"2023";"Return from Witch Mountain (1978)";1978;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.85;186
"2024";"Return of Jafar, The (1993)";1993;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2.44;163
"2025";"Return to Oz (1985)";1985;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2.85;276
"2026";"Rocketeer, The (1991)";1991;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.11;736
"2027";"Shaggy D.A., The (1976)";1976;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.97;113
"2028";"Sleeping Beauty (1959)";1959;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.71;511
"2029";"Something Wicked This Way Comes (1983)";1983;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.49;213
"2030";"Son of Flubber (1963)";1963;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.14;76
"2031";"Song of the South (1946)";1946;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.6;221
"2032";"Splash (1984)";1984;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;3.43;1163
"2033";"Squanto: A Warrior's Tale (1994)";1994;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.53;15
"2034";"Steamboat Willie (1940)";1940;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3.39;197
"2035";"Tall Tale (1994)";1994;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.08;37
"2036";"Tex (1982)";1982;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.34;53
"2037";"Tron (1982)";1982;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;3.36;970
"2038";"Swing Kids (1993)";1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3.3;185
"2039";"Halloween: H20 (1998)";1998;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2.69;199
"2040";"L.A. Story (1991)";1991;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.71;825
"2041";"Jerk, The (1979)";1979;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.74;573
"2042";"Dead Men Don't Wear Plaid (1982)";1982;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;3.26;367
"2043";"Man with Two Brains, The (1983)";1983;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.23;312
"2044";"Grand Canyon (1991)";1991;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.49;346
"2045";"Graveyard Shift (1990)";1990;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2.15;79
"2046";"Outsiders, The (1983)";1983;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.69;256
"2047";"Indiana Jones and the Temple of Doom (1984)";1984;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.68;1127
"2048";"Lord of the Rings, The (1978)";1978;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.33;438
"2049";"Nineteen Eighty-Four (1984)";1984;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3.72;278
"2050";"Dead Zone, The (1983)";1983;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3.7;363
"2051";"Maximum Overdrive (1986)";1986;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.27;147
"2052";"Needful Things (1993)";1993;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2.94;242
"2053";"Cujo (1983)";1983;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2.73;245
"2054";"Children of the Corn (1984)";1984;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2.45;233
"2055";"All Dogs Go to Heaven (1989)";1989;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.87;215
"2056";"Addams Family, The (1991)";1991;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.17;714
"2057";"Ever After: A Cinderella Story (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.71;416
"2058";"Snake Eyes (1998)";1998;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;2.75;495
"2059";"First Love, Last Rites (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.5;4
"2060";"Safe Men (1998)";1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.32;25
"2061";"Saltmen of Tibet, The (1997)";1997;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.75;8
"2062";"Atlantic City (1980)";1980;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;3.83;304
"2063";"Autumn Sonata (H?tsonaten ) (1978)";1978;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.73;30
"2064";"Who's Afraid of Virginia Woolf? (1966)";1966;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.07;297
"2065";"Adventures in Babysitting (1987)";1987;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.28;541
"2066";"Weird Science (1985)";1985;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.42;510
"2067";"Doctor Dolittle (1967)";1967;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.2;238
"2068";"Nutty Professor, The (1963)";1963;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.15;222
"2069";"Charlotte's Web (1973)";1973;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.82;497
"2070";"Watership Down (1978)";1978;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3.84;305
"2071";"Secret of NIMH, The (1982)";1982;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.85;369
"2072";"Dark Crystal, The (1982)";1982;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;3.65;710
"2073";"American Tail, An (1986)";1986;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.43;404
"2074";"American Tail: Fievel Goes West, An (1991)";1991;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.83;201
"2075";"Legend (1985)";1985;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;3.27;355
"2076";"Sixteen Candles (1984)";1984;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.71;719
"2077";"Pretty in Pink (1986)";1986;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3.37;693
"2078";"St. Elmo's Fire (1985)";1985;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.11;352
"2079";"Clan of the Cave Bear, The (1986)";1986;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.55;231
"2080";"House (1986)";1986;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2.89;166
"2081";"House II: The Second Story (1987)";1987;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2.25;103
"2082";"Gods Must Be Crazy, The (1980)";1980;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.73;695
"2083";"Gods Must Be Crazy II, The (1989)";1989;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.17;128
"2084";"Air Bud: Golden Receiver (1998)";1998;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.12;69
"2085";"Avengers, The (1998)";1998;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;288
"2086";"How Stella Got Her Groove Back (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2.79;140
"2087";"Slums of Beverly Hills, The (1998)";1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.31;267
"2088";"Best Man, The (Il Testimone dello sposo) (1997)";1997;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.78;9
"2089";"Chambermaid on the Titanic, The (1998)";1998;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.25;20
"2090";"Henry: Portrait of a Serial Killer, Part 2 (1996)";1996;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2.6;20
"2091";"Henry: Portrait of a Serial Killer (1990)";1990;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;3.48;219
"2092";"Rosemary's Baby (1968)";1968;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3.82;712
"2093";"NeverEnding Story, The (1984)";1984;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3.61;699
"2094";"NeverEnding Story II: The Next Chapter, The (1990)";1990;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2.41;177
"2095";"Attack of the Killer Tomatoes! (1980)";1980;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2.61;206
"2096";"Surf Nazis Must Die (1987)";1987;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.05;20
"2097";"Your Friends and Neighbors (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.38;109
"2098";"Return to Paradise (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.52;144
"2099";"Blade (1998)";1998;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.48;809
"2100";"Dance with Me (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.08;79
"2101";"Dead Man on Campus (1998)";1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.68;130
"2102";"Wrongfully Accused (1998)";1998;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.55;123
"2103";"Next Stop, Wonderland (1998)";1998;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3.69;196
"2104";"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)";1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.25;4
"2105";"Navigator: A Mediaeval Odyssey, The (1988)";1988;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;3.56;110
"2106";"Beetlejuice (1988)";1988;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3.57;1495
"2107";"Deja Vu (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.83;18
"2108";"Rope (1948)";1948;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.9;191
"2109";"Family Plot (1976)";1976;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;3.22;83
"2110";"Frenzy (1972)";1972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.66;95
"2111";"Topaz (1969)";1969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.15;39
"2112";"Torn Curtain (1966)";1966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.33;58
"2113";"Marnie (1964)";1964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.57;118
"2114";"Wrong Man, The (1956)";1956;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;3.58;98
"2115";"Man Who Knew Too Much, The (1956)";1956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.93;179
"2116";"Trouble with Harry, The (1955)";1955;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3.6;147
"2117";"I Confess (1953)";1953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.59;17
"2118";"Strangers on a Train (1951)";1951;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4.3;482
"2119";"Stage Fright (1950)";1950;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3.58;26
"2120";"54 (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.76;259
"2121";"I Married A Strange Person (1997)";1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.71;21
"2122";"Why Do Fools Fall In Love? (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.85;52
"2123";"Merry War, A (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;10
"2124";"See the Sea (Regarde la mer) (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.29;7
"2125";"Willow (1988)";1988;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3.5;802
"2126";"Untouchables, The (1987)";1987;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;4.01;1127
"2127";"Dirty Work (1998)";1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.01;135
"2128";"Knock Off (1998)";1998;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.44;27
"2129";"Firelight (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.18;11
"2130";"Modulations (1998)";1998;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;2
"2131";"Phoenix (1998)";1998;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
"2132";"Under Capricorn (1949)";1949;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.5;8
"2133";"Paradine Case, The (1947)";1947;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.4;20
"2134";"Lifeboat (1944)";1944;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;3.94;213
"2135";"Shadow of a Doubt (1943)";1943;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4.27;233
"2136";"Saboteur (1942)";1942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.82;89
"2137";"Mr. & Mrs. Smith (1941)";1941;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.52;33
"2138";"Suspicion (1941)";1941;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;4.01;167
"2139";"Jamaica Inn (1939)";1939;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.88;8
"2140";"Lady Vanishes, The (1938)";1938;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;4.19;199
"2141";"Young and Innocent (1937)";1937;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;3.3;10
"2142";"Sabotage (1936)";1936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.7;54
"2143";"Secret Agent (1936)";1936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.53;19
"2144";"Man Who Knew Too Much, The (1934)";1934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.84;128
"2145";"Waltzes from Vienna (1933)";1933;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
"2146";"Number Seventeen (1932)";1932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;1
"2147";"Rich and Strange (1932)";1932;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.5;12
"2148";"Skin Game, The (1931)";1931;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
"2149";"Elstree Calling (1930)";1930;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
"2150";"Juno and Paycock (1930)";1930;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1
"2151";"Murder! (1930)";1930;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3.4;10
"2152";"Manxman, The (1929)";1929;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
"2153";"Blackmail (1929)";1929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.09;11
"2154";"Champagne (1928)";1928;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
"2155";"Farmer's Wife, The (1928)";1928;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.33;3
"2156";"Downhill (1927)";1927;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
"2157";"Easy Virtue (1927)";1927;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
"2158";"Ring, The (1927)";1927;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;1
"2159";"Lodger, The (1926)";1926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.52;21
"2160";"Mountain Eagle, The (1926)";1926;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
"2161";"Pleasure Garden, The (1925)";1925;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
"2162";"Always Tell Your Wife (1923)";1923;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
"2163";"Rounders (1998)";1998;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.61;345
"2164";"Cube (1997)";1997;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3.47;233
"2165";"Digging to China (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1.6;5
"2166";"Let's Talk About Sex (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1.88;8
"2167";"One Man's Hero (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;1
"2168";"Simon Birch (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.61;202
"2169";"Without Limits (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.59;44
"2170";"Seven Beauties (Pasqualino Settebellezze) (1976)";1976;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.83;77
"2171";"Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975)";1975;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.74;97
"2172";"My Bodyguard (1980)";1980;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.51;238
"2173";"Class (1983)";1983;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.78;129
"2174";"Grandview, U.S.A. (1984)";1984;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.5;6
"2175";"Broadcast News (1987)";1987;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3.75;789
"2176";"Allnighter, The (1987)";1987;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1.86;7
"2177";"Working Girl (1988)";1988;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.41;514
"2178";"Stars and Bars (1988)";1988;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.71;14
"2179";"Married to the Mob (1988)";1988;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.09;365
"2180";"Say Anything... (1989)";1989;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;4.02;914
"2181";"My Blue Heaven (1990)";1990;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.19;239
"2182";"Men Don't Leave (1990)";1990;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.15;62
"2183";"Cabinet of Dr. Ramirez, The (1991)";1991;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5;2
"2184";"Hero (1992)";1992;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.02;186
"2185";"Toys (1992)";1992;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2.56;440
"2186";"Choices (1981)";1981;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1
"2187";"Young Doctors in Love (1982)";1982;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.61;79
"2188";"Parasite (1982)";1982;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.38;24
"2189";"No Small Affair (1984)";1984;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.94;17
